#mpa_vJun23_CHOCOPhlAnSGB_202403
clade_name	SRR15595244	SRR15595245	SRR15595246	SRR15595247	SRR15595248	SRR15595249	SRR15595250	SRR15595251	SRR15595252	SRR15595253	SRR15595254	SRR15595255	SRR15595256	SRR15595257	SRR15595259	SRR15595261	SRR15595263	SRR15595265	SRR15595267	SRR15595269	SRR15595271	SRR15595273	SRR15595275	SRR15595277	SRR15595279	SRR15595281	SRR15595283	SRR15595285	SRR15595287	SRR15595289	SRR15595291	SRR15595293	SRR15595295	SRR15595297	SRR15595299	SRR15595301	SRR15595303	SRR15595305	SRR15595307	SRR15595309	SRR15595311	SRR15595313	SRR15595315	SRR15595317	SRR15595318	SRR15595319	SRR15595320	SRR15595321	SRR15595322	SRR15595323	SRR15595324	SRR15595325	SRR15595326	SRR15595327	SRR15595328	SRR15595329	SRR15595330	SRR15595331	SRR15595332	SRR15595333	SRR15595334	SRR15595335	SRR15595336	SRR15595337	SRR15595338	SRR15595339	SRR15595340	SRR15595341	SRR15595342	SRR15595343	SRR15595344	SRR15595345	SRR15595346	SRR15595347	SRR15595348	SRR15595349	SRR15595350	SRR15595351	SRR15595352	SRR15595353
k__Bacteria|p__Firmicutes|c__CFGB1292	0.01569	0.06168	0.01307	0.0	0.20311	0.04668	0.0	0.0	0.02428	0.02147	0.04061	0.01179	0.0	0.10835	0.02776	0.0141	0.0	0.21897	0.00691	0.11765	0.038	0.04704	0.02771	0.18131	0.0	0.10915	0.17935	0.0	0.0	0.0	0.0	0.10966	0.02652	0.06344	0.0	0.10154	0.00488	0.0	0.03562	0.0	0.0	0.04025	0.0	0.0	0.0	0.00491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02211	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB82363	0.01416	0.0	0.0	0.0	0.0	0.07511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1374	0.01397	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.00184	0.0	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.07584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01417	0.00042	0.00402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4806	0.01323	0.02024	22.8593	0.0	17.4181	7.29014	0.0	0.0	0.01633	0.00834	2.03024	0.00239	0.0	0.0	0.0015	10.50811	0.0	0.02427	13.68433	0.0	0.00874	0.06831	0.00274	0.00617	5.0282	0.02638	0.00209	0.01013	0.0	13.87422	0.0	0.0	0.00598	0.0	0.0	11.90128	0.0	0.02653	0.01704	0.0	2.43502	5.46999	0.0	0.0	0.0	6.36912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.80858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73674	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3072	0.01302	0.0	0.07735	0.0	0.04999	0.15004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33283	0.0	0.0	0.0	0.0	0.0	0.0	0.00767	0.0	0.0	0.0	0.06472	0.0	0.14689	0.02733	0.0	0.00207	0.0	0.0	0.0	0.00729	0.0	0.0	0.00588	0.0	0.0	0.0	0.0	0.0	0.06355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07404	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.01239	0.04721	0.31516	0.0	0.24204	0.01228	0.00011	0.0	0.51848	0.0	0.0	0.02919	0.0	0.57944	0.0	0.69136	0.0	0.07013	0.02928	0.00602	0.0081	0.23886	0.0493	0.31867	0.06985	0.42199	0.07953	0.77696	0.0	0.0	0.0	0.0	0.0	0.54542	0.0	0.66823	1.07929	0.08413	0.0	0.0	0.0	0.02023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51948	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	0.01221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00746	0.0	0.18347	0.22967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00613	0.0	0.0	0.0	0.0	0.00436	0.0	0.0	0.0	0.0	0.02648	0.00662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3023	0.01092	0.0	0.02627	0.0	0.00674	0.02362	0.0	0.0	0.03607	0.0	0.0	0.01999	0.0	0.06794	0.0	0.0	0.0	0.0	0.0019	0.0	0.02067	0.0	0.0	0.0	0.02817	0.0	0.0328	0.17758	0.0	0.0	0.0	0.0718	0.0	0.02592	0.0	0.02191	0.01508	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02944	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054	0.00354	0.0	0.27338	0.0	0.0	0.0997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73436	0.0	0.0	0.0	0.0	0.0	0.0	0.00788	0.0	0.0	0.0	0.09654	0.0	0.01048	0.28244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12562	0.13701	0.51287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05947	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2959	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1126	0.00292	0.0161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01733	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB45628	0.00183	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111	0.0	0.0053	0.0	0.0	0.0	0.0	0.0	0.02738	0.00016	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1380	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04281	0.0	0.01168	0.0	0.0	0.0	0.0	0.0	0.14441	0.03618	0.0	0.0	0.0	0.02137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45342	0.0	0.0	0.0	0.0	0.0	0.04629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	67.21705	30.88147	47.47782	0.0	63.59865	34.58523	85.96827	0.0	39.26142	39.33737	68.21011	64.34337	0.0	52.71763	73.86313	41.71917	0.0	84.11004	57.27121	36.13549	37.07369	73.33271	49.17092	55.84694	35.2065	15.10786	67.56706	68.99386	0.0	43.17537	0.0	74.69016	61.45459	44.62127	0.0	45.40974	14.59011	75.45466	33.9676	56.21417	37.6144	46.12753	64.21988	0.0	0.0	72.77338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.96239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.41051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.16569	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	16.11528	39.76304	11.33934	0.0	3.21758	13.94268	0.98804	0.0	52.66319	0.19292	0.25712	15.13126	0.0	19.55984	2.3683	29.35277	0.0	0.70709	18.18761	1.96038	9.08306	3.4246	35.66611	11.93506	15.619	74.38466	8.37118	8.87086	0.0	2.27328	0.0	2.32455	0.79094	31.555	0.0	7.53201	38.75077	9.09252	2.36698	32.12639	5.12874	16.89578	4.96873	0.0	0.0	0.48312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.70927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.86816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4675	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	9.70064	15.22772	6.48109	0.0	2.96872	23.55091	2.12307	0.0	0.54989	49.73206	27.38999	10.88455	0.0	9.4444	13.35067	6.8728	0.0	5.23826	4.72061	49.45657	42.74356	10.98335	1.98673	15.58059	6.52858	5.10095	6.15047	0.98757	0.0	24.76893	0.0	4.6291	6.46221	1.51497	0.0	3.27707	23.7177	0.128	39.7723	3.70039	27.76222	14.56544	21.05488	0.0	0.0	16.29965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.35072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.65814	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2.48173	0.03255	4.53871	0.0	0.69754	4.58093	0.21787	0.0	0.64469	0.401	0.32683	4.53697	0.0	0.67101	1.22326	0.02412	0.0	5.45757	2.73027	5.80921	0.00172	2.05813	0.29958	5.39724	3.81129	1.47639	0.0	0.05071	0.0	6.24442	0.0	0.04751	0.29983	1.47832	0.0	8.5486	5.7191	0.59566	1.15535	1.54539	0.82868	4.91962	0.84625	0.0	0.0	0.01568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18246	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.81956	1.24128	0.25103	0.0	0.20274	0.7205	0.73932	0.0	0.00231	0.32441	0.24863	0.15344	0.0	0.20012	0.67691	0.77562	0.0	0.23675	0.2004	3.13179	3.4118	0.16071	0.27714	0.80118	0.1276	1.04604	1.12341	0.17835	0.0	0.62568	0.0	0.47125	2.4591	0.21271	0.0	0.07791	0.07014	0.53499	0.89008	0.02971	0.68395	0.73574	0.42087	0.0	0.0	0.18703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15165	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.58221	0.89535	0.0	0.0	0.72083	1.05243	7.8952	0.0	0.67478	0.0	0.0	0.0	0.0	0.43049	0.0	0.0	0.0	0.0	0.03724	0.0	0.24754	0.76452	0.0	0.0	0.0	0.00096	0.10353	3.3724	0.0	0.04265	0.0	4.22455	0.0	11.0273	0.0	3.66131	0.0	0.0	0.0	0.0	0.0	0.0998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02716	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	0.46732	0.0	0.05191	0.0	0.55081	2.03762	0.15494	0.0	0.07893	0.0	0.0	0.06313	0.0	0.61717	0.0	0.0	0.0	0.0	0.01128	0.0	0.0	0.4476	0.12151	0.0	0.2726	0.0	0.22003	0.08439	0.0	0.12869	0.0	0.18419	0.0	0.04941	0.0	1.56982	0.03346	0.28762	0.0	0.0	0.01725	0.7617	0.01252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58398	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.42214	0.21616	0.0374	0.0	0.22454	2.65083	0.27866	0.0	0.03345	3.30367	0.17547	3.44618	0.0	0.51048	2.49695	0.07174	0.0	0.52483	1.89299	1.04611	0.63629	1.94963	0.04597	5.4996	0.69532	0.10154	3.90099	0.7143	0.0	0.70514	0.0	4.5242	0.31414	0.03321	0.0	0.02307	1.10272	0.09156	11.66301	0.01411	0.53759	0.96245	2.74718	0.0	0.0	0.28532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2890|o__OFGB2890	0.35864	0.0	0.0	0.0	0.0	0.07778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354	0.2759	0.0	0.0	0.0	0.0	0.30002	0.0	0.0	0.13962	0.0	0.0	0.0	0.0	0.09651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36398	0.0	1.95386	0.0	0.74908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4504	3.34969	0.78068	0.0	0.0	0.00046	0.09008	0.10043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27737	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.20041	0.61642	0.00737	0.0	0.0	0.22294	0.28847	0.0	0.0	1.00314	0.0	0.05525	0.0	0.42916	3.86275	1.47438	0.0	2.40247	0.29594	0.06346	0.06513	2.33667	0.4304	0.0062	0.47014	0.04419	1.25887	0.00812	0.0	0.02235	0.0	0.0	27.03179	0.12558	0.0	0.02078	0.03488	0.17159	8.80807	2.00512	3.51913	0.0	0.15705	0.0	0.0	0.06029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52411	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982	0.18164	0.0	0.22814	0.0	0.0	0.1082	0.0	0.0	0.1109	0.0	0.0	0.0	0.0	0.14536	0.0	0.0	0.0	0.0	0.0	0.0	0.03394	0.0	0.0	0.0	0.0	0.0	0.12223	0.0	0.0	0.0	0.0	0.08409	0.0	0.10563	0.0	0.14445	0.03619	0.67265	0.0	0.0	0.0	0.15435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32048	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721	0.15586	0.70113	0.0	0.0	0.03118	0.0	0.0	0.0	0.00711	0.0	0.0	0.0	0.0	0.17596	0.0	0.0	0.0	0.0	0.06739	0.0	0.06588	0.0	0.07257	0.0	0.0	0.0	0.05626	0.0	0.0	0.0	0.0	0.55537	0.04295	0.24686	0.0	0.0	0.0	0.10509	0.0	0.0	0.0	0.01953	0.01132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02427	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.12967	1.24263	0.76202	0.0	2.75386	1.03797	0.72565	0.0	0.5184	0.4923	0.26738	0.5023	0.0	0.70302	1.71901	0.39228	0.0	0.17178	0.05877	0.82659	0.18133	0.92348	0.03084	0.21692	3.28773	0.65629	3.57785	4.71426	0.0	3.47348	0.0	1.84562	0.58556	0.04549	0.0	0.61887	0.72532	3.25042	0.83001	0.0027	8.28562	0.63606	0.08045	0.0	0.0	0.05636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51303	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057	0.12541	1.19411	0.00126	0.0	0.02839	0.02439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07387	0.0	0.01541	0.0	0.0	0.0	0.0	0.00758	0.0	0.01001	0.0	0.00625	0.0	0.00845	0.02326	0.0	0.0	0.0	0.00876	0.0	0.02029	0.0	0.01588	0.00084	0.01306	0.0	0.0	0.0	0.20166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01527	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	0.10692	0.60094	0.0	0.0	0.0	0.0201	0.0	0.0	2.71621	0.02028	0.0	0.03785	0.0	0.72221	0.0	0.4706	0.0	0.0	0.04611	0.0	0.09997	0.0	3.13576	0.0	0.0	0.03121	0.15175	0.65588	0.0	0.0	0.0	0.33151	0.0	0.48998	0.0	0.0181	0.0	0.14888	0.0	2.47529	7.19943	0.0	0.0	0.0	0.0	0.44314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01145	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069	0.09415	0.0	0.17383	0.0	0.0	0.58556	0.0	0.0	0.03568	0.0	0.0	0.0	0.0	0.09781	0.0	0.0	0.0	0.0	0.03385	0.0	0.09635	0.1533	0.0	0.0	0.20323	0.0	0.02358	1.47559	0.0	0.08304	0.0	0.0	0.0	0.00768	0.0	0.2486	0.25778	0.0233	0.0	0.0	0.0	1.05033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5563	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404	0.07737	0.01254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262	0.06732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01502	0.0	0.07488	0.0	0.0	0.0	0.0	0.0	0.0	0.03039	0.0	0.0	0.0	0.04766	0.0	0.0	0.0	0.01587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217	0.05532	0.03561	0.0862	0.0	0.05562	0.0	0.0	0.0	0.03133	0.0	0.0	0.00888	0.0	0.13604	0.0	0.00445	0.0	0.0	0.11782	0.0	0.06681	0.00092	0.03113	0.0	0.0	0.0	0.06719	0.2415	0.0	0.0	0.0	0.01965	0.0	0.04318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	0.05252	0.30931	0.00124	0.0	0.05676	0.03422	0.0	0.0	0.0	0.0	0.00532	0.00348	0.0	0.00317	0.0	0.09227	0.0	0.0	0.0	0.0	0.25276	0.0	0.0	0.82006	0.0	1.28193	0.0	0.0	0.0	0.0	0.0	0.0	0.07469	0.0022	0.0	0.0	0.0	0.0	0.22295	0.0	0.0	0.01045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0396	0.07055	0.01625	0.0	0.0	0.0	0.0	0.0	0.00582	0.0	0.0	0.00363	0.0	0.05272	0.0	0.0	0.0	0.25483	0.01261	0.0	0.00071	0.0	0.03047	0.0	0.04567	0.0	0.00932	0.03014	0.0	0.0	0.0	0.00712	0.0	0.04453	0.0	0.00188	0.00288	0.09479	0.03861	0.40798	0.09433	0.00914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03196	0.0	0.0	0.0
