ASV_ID	SRR21922134	SRR21922135	SRR21922136	SRR21922137	SRR21922138	SRR21922139	SRR21922140	SRR21922141	SRR21922142	SRR21922143	SRR21922144	SRR21922145	SRR21922146	SRR21922147	SRR21922148	SRR21922149	SRR21922150	SRR21922151	SRR21922152	SRR21922153	SRR21922154	SRR21922155	SRR21922156	SRR21922157	SRR21922158	SRR21922159	SRR21922160	SRR21922161	SRR21922162	SRR21922163	SRR21922164	SRR21922165	SRR21922166	SRR21922167	SRR21922168	SRR21922169	SRR21922170	SRR21922171	SRR21922172	SRR21922173	SRR21922174	SRR21922175	SRR21922176	SRR21922177	SRR21922178	SRR21922179	SRR21922180	SRR21922181	SRR21922182	SRR21922183	SRR21922184	SRR21922185	SRR21922186	SRR21922187	SRR21922188	SRR21922189	SRR21922190	SRR21922191	SRR21922192	SRR21922193
ASV_1721	0	0	5	0	53	0	0	0	0	0	0	0	0	4	0	0	11	29	7	16	0	0	0	8	0	0	0	0	21	0	0	0	0	7	0	0	0	0	35	10	0	6	20	20	0	0	0	66	21	0	6	0	82	6	0	42	7	0	0	8
ASV_1722	0	0	0	11	28	0	34	13	13	0	16	15	0	0	0	18	0	0	11	27	13	0	0	5	0	0	3	8	6	22	0	0	0	8	10	35	0	7	17	0	13	0	0	0	0	13	0	23	0	12	0	22	16	0	5	20	3	28	0	15
ASV_1723	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	40	0	0	0	0	231	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	20	0	9	0	0	0	42	0	0	0	0	0	33	0	0	0	0
ASV_1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	49	0	35	0	0
ASV_1725	0	4	8	0	38	0	0	0	0	0	8	27	6	0	0	48	0	0	0	8	10	0	17	0	9	0	10	48	12	17	11	0	0	24	8	20	0	0	23	0	15	0	8	12	1	9	0	16	0	0	4	0	0	0	0	0	21	0	11	36
ASV_1726	0	0	0	0	228	0	0	8	11	0	23	0	0	0	0	103	0	0	8	0	0	0	0	0	18	0	0	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
ASV_1727	0	0	0	0	38	6	6	0	8	0	13	9	7	0	0	0	23	21	7	17	16	0	7	5	0	0	28	17	0	0	30	0	6	12	0	39	0	14	0	0	0	10	0	0	0	14	2	8	11	0	39	18	0	12	12	0	34	0	0	0
ASV_1728	0	0	0	0	0	0	0	0	0	67	0	14	0	0	0	0	0	0	0	0	0	0	170	0	51	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	30	0	0
ASV_1729	0	0	0	0	0	0	0	0	0	7	0	30	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245
ASV_1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	53	0	83	0	0	0	0	50	0	0	0	0	22	0	0	41	0	0	0	0	0	0	0	0	0	28	77	0	0	40	0	21	39	0	0	0	0	0
ASV_1731	180	0	0	0	0	173	31	0	0	0	37	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1732	28	0	0	5	13	0	0	13	10	0	0	33	0	13	0	0	0	0	12	6	0	16	14	18	12	0	0	15	29	8	27	24	4	16	5	14	0	13	0	9	6	0	0	14	0	10	0	13	0	17	13	6	0	0	10	7	0	35	0	0
ASV_1733	0	0	0	0	0	0	33	0	0	0	52	0	0	0	0	0	247	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	32	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1734	132	0	0	0	0	0	0	1	0	0	0	11	0	2	0	27	27	0	77	21	0	35	5	0	11	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	15	0	0	0	0	0	0	0	0	0	9	47	1	0	0	45	0	12	0	0
ASV_1735	0	0	2	40	0	0	0	0	0	0	0	18	0	0	150	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	7	0	102	0	0	0	0	0	0	0	0	0	25	0	10	0	0	4	0
ASV_1736	0	0	0	0	32	10	0	0	0	0	6	0	26	0	15	0	0	0	15	14	5	0	0	0	0	13	7	0	106	28	0	0	0	0	0	0	0	103	0	0	28	8	0	0	0	0	11	0	0	12	0	0	0	0	30	9	9	0	0	0
ASV_1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	25	33	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	76	0	52
ASV_1738	0	0	0	0	0	0	0	13	14	346	0	0	0	0	0	0	0	0	0	8	0	0	0	0	20	0	0	40	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1739	42	35	0	0	25	0	126	0	0	0	122	0	84	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1740	27	34	0	0	9	0	122	0	0	0	184	0	61	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1741	0	0	0	27	12	0	14	0	4	0	4	26	16	21	0	0	0	24	8	34	19	0	0	0	0	0	22	15	0	48	40	14	25	12	0	19	0	11	0	0	0	0	0	0	0	0	0	0	13	0	0	22	0	2	12	0	19	0	0	0
ASV_1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	81	0	0	0	64	0	77	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0
ASV_1743	4	0	0	0	11	16	6	9	11	22	16	9	0	0	0	0	47	11	18	10	0	6	9	0	11	0	10	49	0	0	0	37	9	0	20	0	0	0	0	11	7	0	0	0	0	30	0	11	0	0	0	16	0	24	32	10	0	0	0	0
ASV_1744	0	11	22	0	0	6	0	8	8	13	0	0	39	8	0	0	25	7	9	6	28	0	14	0	0	0	12	18	19	9	17	0	0	0	15	0	0	23	36	0	0	40	9	14	0	0	0	8	6	13	7	0	0	6	6	12	0	0	0	8
ASV_1745	39	31	0	0	0	0	0	19	16	19	0	13	0	0	0	0	60	0	0	13	0	0	0	0	0	0	0	20	32	0	24	18	27	0	22	14	0	36	0	0	35	0	20	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
ASV_1746	0	0	44	0	0	0	20	0	0	0	13	0	0	0	0	0	65	35	0	0	0	0	0	0	0	0	0	0	0	90	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0
ASV_1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0
ASV_1748	0	0	6	14	0	0	0	0	5	24	0	6	0	21	0	0	0	9	0	5	0	16	16	15	23	9	0	13	28	0	7	35	13	37	0	57	0	12	0	10	0	16	0	34	0	0	7	14	0	9	0	0	0	5	14	0	0	0	0	0
ASV_1749	60	0	13	30	0	0	0	35	13	19	0	0	0	18	0	0	0	0	48	0	0	0	0	27	57	0	0	0	28	0	15	0	0	0	0	0	0	0	0	22	0	0	0	40	0	0	0	0	26	0	28	0	0	0	0	0	0	0	0	0
ASV_1750	0	0	89	0	0	0	0	5	0	0	0	4	64	0	0	0	0	25	11	0	0	0	0	0	25	0	0	20	0	91	0	0	0	0	0	0	0	21	0	19	0	17	0	0	0	8	0	0	0	0	0	1	0	14	0	1	63	1	0	0
ASV_1751	60	36	9	30	0	0	0	61	31	0	0	0	0	21	0	0	0	0	0	0	0	0	0	22	0	0	0	0	29	0	27	0	0	43	0	0	0	0	0	23	0	0	0	27	0	0	0	0	35	0	24	0	0	0	0	0	0	0	0	0
ASV_1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1753	35	58	0	0	0	0	121	0	0	0	156	0	64	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1754	11	0	0	0	11	0	0	4	17	14	0	9	12	5	0	67	0	0	55	0	0	0	0	0	9	0	23	4	17	0	0	8	0	0	0	0	0	119	0	0	0	0	0	0	0	0	27	9	0	0	0	15	0	41	0	0	0	0	0	0
ASV_1755	0	0	0	0	0	0	0	204	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1756	0	51	16	0	0	0	30	0	21	0	31	21	0	44	0	0	13	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	19	0	0	10	10	0	45	0	0	0
ASV_1757	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	260	0	0
ASV_1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1759	43	50	0	0	0	0	101	0	0	0	149	0	87	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1760	0	0	0	0	0	0	0	201	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1761	0	0	0	0	0	0	0	148	162	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
ASV_1762	0	0	0	0	0	2	0	0	0	57	0	8	90	0	0	0	0	23	14	0	0	2	0	0	23	0	0	0	0	100	0	0	0	0	0	0	0	20	0	27	0	31	0	0	0	18	0	0	0	0	0	1	0	20	0	0	0	0	38	0
ASV_1763	0	0	0	0	0	0	27	0	0	0	48	0	0	0	0	0	283	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	31	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1764	30	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	49	0	13	11	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	42	0	27	0	51	0	0	0	49	0	30	0	0	0	0	61	55	0	0	15	0	0	0	0	0
ASV_1765	0	0	0	27	0	0	0	0	0	57	0	0	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	39	0	0	0	15	0	109	0	0	0
ASV_1766	8	0	0	17	0	0	0	0	0	24	0	0	0	0	0	0	0	0	22	18	0	0	15	16	61	0	0	0	0	0	41	26	0	29	0	47	0	10	0	0	0	28	0	0	0	0	40	9	34	0	0	0	0	27	0	0	0	0	0	0
ASV_1767	0	0	0	0	60	0	0	0	0	69	0	0	0	22	0	0	0	24	0	0	14	0	0	0	0	0	24	0	38	0	0	0	0	0	0	0	0	22	0	0	0	0	0	23	0	0	19	0	0	0	39	0	0	69	49	0	0	0	0	0
ASV_1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1769	42	48	29	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	0	0	0	0	38	0	0	0	0	0	0	0	0	114	0	0	0	0	31	0	0	0	0	0	0	0	0	0	70	0	33	32	0	0	0	0	0	0
ASV_1770	38	57	0	0	16	0	104	0	0	0	150	0	66	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1771	11	0	0	26	0	0	0	0	0	0	0	0	0	24	0	0	0	44	35	0	0	30	22	0	0	0	0	0	0	0	59	38	0	0	0	0	0	0	0	0	0	65	0	50	0	0	0	12	41	0	0	0	0	14	0	0	0	0	0	0
ASV_1772	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	25	0	0
ASV_1773	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	41	0	0	0	0	33	0	41	0	0	0	0	20	0	0	25	0	0	0	0	0	0	0	63	0	17	0	0	0	19	73	12	27	0	0	0	0	0
ASV_1774	0	0	0	0	0	0	0	156	141	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
ASV_1775	0	0	0	0	0	0	0	45	0	77	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	47	30	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	80	0	71	0	0	0	20	0	0	0	0
ASV_1776	0	0	0	0	0	0	0	12	3	350	0	0	0	0	0	0	0	0	0	6	0	0	0	0	11	0	0	50	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1777	0	0	69	0	0	0	0	29	21	0	56	0	0	22	0	22	0	9	19	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	0	0	0	20	0	0	0	53	0	0	0	0	0	0	27	0	38	0	0	45	19	0	0	0	0	0
ASV_1778	0	0	0	0	0	0	0	52	33	0	0	0	0	0	0	0	0	38	0	26	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	15	0	0	0	0	0	0	0	137	0	0	35
ASV_1779	5	9	11	0	0	15	0	8	3	0	0	7	0	0	0	0	0	15	15	28	0	0	0	0	0	36	0	13	0	0	27	0	15	0	0	53	0	11	0	26	0	0	27	19	0	0	35	0	0	46	23	4	18	0	0	0	0	0	0	0
ASV_1780	0	11	0	0	46	0	0	0	0	0	0	7	12	0	0	0	31	9	0	0	7	0	0	0	23	0	7	16	53	27	5	0	0	0	0	18	0	60	0	0	0	12	0	44	0	0	14	0	16	0	20	0	0	16	15	0	0	0	0	0
ASV_1781	0	0	0	0	0	111	0	0	0	0	0	25	0	0	0	0	0	0	18	24	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	31	0	27	0	19	0	21	0	0	0	54	0	36	0	0	0	53	42	0	0	0	0	0
ASV_1782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1783	61	59	12	35	0	0	0	35	26	0	0	0	0	14	0	0	0	14	0	0	0	0	0	52	0	0	0	0	34	0	19	0	0	0	0	0	0	0	0	21	0	0	0	30	0	0	0	0	38	0	17	0	0	0	0	0	0	0	0	0
ASV_1784	12	0	15	0	25	0	0	7	0	15	0	9	0	0	0	0	44	9	10	21	18	0	0	0	0	0	19	28	0	0	0	0	23	0	59	0	0	27	0	34	0	0	0	0	0	11	25	0	6	12	0	11	0	0	27	0	0	0	0	0
ASV_1785	0	10	25	0	0	0	0	10	14	13	12	0	0	8	0	0	7	11	21	7	11	0	5	14	0	0	16	13	9	18	14	0	0	7	7	6	0	19	46	11	0	0	11	10	0	35	0	5	14	6	10	4	0	12	14	7	0	0	0	5
ASV_1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0	0	0	119
ASV_1787	8	0	0	0	16	24	10	7	8	24	16	6	0	0	0	0	50	10	7	2	0	0	8	0	0	0	0	49	0	0	0	33	12	0	18	0	0	0	0	6	0	0	0	7	0	23	0	23	0	0	33	20	0	0	38	0	8	0	0	0
ASV_1788	0	0	0	0	0	0	15	0	0	20	32	40	24	0	0	0	0	0	92	17	17	0	0	0	0	0	21	13	0	0	0	0	0	0	0	0	0	27	0	0	0	0	6	11	0	23	71	0	0	0	8	29	0	0	0	0	0	0	0	0
ASV_1789	0	0	0	0	0	87	0	25	39	106	0	0	0	0	0	0	0	0	0	45	0	0	8	0	5	0	0	18	0	0	56	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV_1790	79	0	0	0	0	0	0	72	52	0	0	0	0	0	0	0	74	35	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1791	50	24	0	0	0	63	14	0	0	0	20	32	0	0	0	0	25	23	49	0	0	0	0	0	0	18	0	0	0	0	0	0	63	0	0	31	0	0	0	32	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1792	34	66	0	0	10	0	97	0	0	0	140	0	61	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1793	0	0	0	0	0	0	15	0	0	17	16	61	34	0	0	0	0	0	74	24	17	0	0	0	0	0	21	18	0	0	0	0	14	0	0	0	0	29	0	0	0	0	5	0	0	18	89	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_1794	29	22	28	0	0	23	0	26	20	16	0	14	0	0	0	0	52	10	14	0	0	59	0	0	0	0	0	23	0	0	0	0	0	0	11	0	0	14	0	0	0	0	0	10	0	23	0	0	0	0	14	11	0	0	0	0	44	0	0	0
ASV_1795	0	10	0	0	15	21	6	0	0	0	9	8	0	22	0	0	18	46	15	0	0	0	0	11	8	12	0	13	21	23	11	0	0	19	0	13	0	0	22	0	0	0	3	6	0	0	0	0	9	26	8	0	0	9	9	10	0	0	0	60
ASV_1796	0	0	0	0	60	25	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	89	0	0	0	0	0	0	0	34	0	0	0	0	0	0	106	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0
ASV_1797	116	0	0	0	0	0	0	8	0	0	0	6	0	8	0	28	19	0	70	18	0	38	4	0	7	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	14	12	46	4	0	0	33	0	11	0	0
ASV_1798	10	0	0	0	8	0	0	0	10	0	0	19	0	22	0	59	0	0	31	0	0	0	0	0	16	0	0	7	37	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	12	0	0	0	32	0	33	0	0	28	0	0	0
ASV_1799	118	0	3	0	0	0	1	4	0	0	2	21	0	22	0	12	20	0	46	45	0	37	8	0	4	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	34	5	0	0	38	0	6	0	0
ASV_1800	34	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	28	0	0	0	66	0	0	0	23	0	0	0	13	0	0	0	62	0	0
ASV_1801	31	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	45	0	15	14	0	0	0	0	16	0	0	73	0	0	0	0	0	0	0	0	0	25	0	37	0	0	0	0	0	71	0	0	0	0	78	0	0	0	16	0	0	0	0	0
ASV_1802	0	0	0	0	0	84	0	48	27	129	0	0	0	0	0	0	0	0	0	32	0	0	8	0	20	0	0	19	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
ASV_1803	0	0	0	0	0	0	0	198	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1804	0	16	0	0	17	0	0	0	0	10	10	3	8	0	0	43	0	15	27	0	23	10	0	0	0	0	41	9	0	45	16	11	0	0	0	45	0	17	13	0	0	6	0	0	0	0	0	0	0	0	10	7	0	0	9	0	0	11	0	36
ASV_1805	18	7	0	0	29	0	8	0	0	19	4	11	0	0	0	0	16	36	23	10	0	21	0	13	0	7	0	16	0	20	9	0	0	18	0	7	0	13	11	0	0	0	6	0	0	0	22	0	6	0	14	0	0	8	8	4	11	0	0	62
ASV_1806	16	17	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	17	0	0	0	0	0	43	0	26	0	0	32	0	107	0	0	0	0	0	0	0	0	37	37	45	0	0	0	23	0	0	0	0	41	0	0	0	0	0	0	0	0	0
ASV_1807	9	0	0	0	18	10	6	8	13	0	11	31	10	0	0	0	23	16	6	21	16	4	6	12	0	0	26	19	10	10	12	0	8	14	0	39	0	16	0	0	0	0	0	0	0	0	0	10	0	0	23	5	0	11	8	8	18	0	0	0
ASV_1808	3	0	0	0	32	6	5	6	10	0	8	14	10	0	0	0	31	12	0	14	13	0	0	9	0	0	18	18	4	0	26	0	5	15	0	38	0	20	0	0	0	8	0	0	0	10	0	16	0	0	50	12	0	6	8	0	30	0	0	0
ASV_1809	0	0	49	0	0	0	0	0	0	0	15	0	0	0	0	0	67	34	0	0	0	0	0	0	0	0	0	0	0	81	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0
ASV_1810	0	0	11	0	0	0	0	0	0	0	0	0	0	113	0	0	45	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	74	0	0	0	0	18	0	0	0	0	0	60	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV_1811	47	50	0	0	0	0	105	0	0	0	137	0	54	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1812	22	0	0	0	10	7	0	0	0	8	7	9	10	0	0	26	0	0	0	0	0	0	19	0	32	0	0	23	10	0	0	5	0	45	14	16	0	13	0	13	0	0	0	0	0	0	0	65	0	0	0	14	0	12	0	9	18	49	0	0
ASV_1813	0	0	0	0	0	0	10	9	0	21	26	47	27	0	0	0	0	0	64	22	10	0	0	0	0	0	16	13	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	7	0	19	90	0	0	0	21	19	0	0	0	0	0	0	0	0
ASV_1814	0	0	0	0	0	0	0	224	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1815	0	0	0	0	0	0	0	0	0	0	0	11	28	0	0	0	24	0	16	0	0	0	26	0	0	27	0	0	0	9	0	14	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	86	44	0	0	0	9
ASV_1816	18	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	46	0	0	0	75	0	0	0	10	0	0	0	23	0	0	0	64	0	0
ASV_1817	24	0	0	0	12	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	6	0	0	0	0	20	9	0	0	0	15	0	0	0	0	0	0	20	0	0	20	17	67	0	4	19	75	0	0	0	0	0	0	73	0	29
ASV_1818	0	0	0	0	167	0	29	17	7	0	0	0	0	0	0	115	0	0	4	0	0	0	0	0	16	0	0	0	0	0	6	0	14	0	0	0	0	0	0	24	0	0	26	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
ASV_1819	0	0	0	0	0	0	0	0	0	30	0	0	0	0	43	0	0	24	0	0	12	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1820	135	0	0	0	0	0	0	3	0	0	0	11	0	13	0	25	33	0	66	12	0	30	3	0	6	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	41	0	0	0	28	0	9	0	0
ASV_1821	37	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	26	0	0	0	63	0	0	0	28	0	0	0	23	0	0	0	51	0	0
ASV_1822	34	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	32	0	0	0	80	0	0	0	0	0	0	0	25	0	0	0	73	0	0
ASV_1823	18	7	0	0	42	0	0	0	0	0	0	10	10	0	0	0	23	15	0	0	12	0	0	0	0	0	5	22	0	0	21	0	0	0	32	25	0	79	0	55	0	0	0	0	0	0	24	0	18	0	17	0	0	7	11	0	0	0	0	0
ASV_1824	0	42	0	0	10	32	0	16	27	39	0	8	0	0	0	14	0	51	0	0	4	0	0	6	0	0	4	0	0	0	0	0	0	0	8	0	0	5	9	0	3	0	20	0	0	8	49	15	0	6	0	0	14	0	7	9	6	16	15	10
ASV_1825	0	0	0	0	0	0	0	7	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	23	24	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	95	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	70	0	143	0
ASV_1826	18	0	0	0	37	0	0	0	18	0	0	27	9	0	0	0	17	16	0	0	9	0	54	0	0	0	8	19	0	2	26	0	0	0	0	24	0	50	0	0	0	0	0	0	0	0	58	0	20	0	13	0	0	15	12	0	0	0	0	0
